Vehicle Make,Vehicle Model,"Battery-Electric Vehicle (BEV), Plug-in Hybrid Electric Vehicle (PHEV) or Fuel Cell Electric Vehicle (FCEV)",Recipient Province/Territory,Month and Year,Number of Cars
Hyundai,IONIQ 6,BEV,British Columbia,May 2024,20
Hyundai,IONIQ 6,BEV,British Columbia,November 2023,54
Hyundai,IONIQ 6,BEV,British Columbia,November 2024,6
Hyundai,IONIQ 6,BEV,British Columbia,October 2023,50
Hyundai,IONIQ 6,BEV,British Columbia,October 2024,8
Hyundai,IONIQ 6,BEV,British Columbia,September 2023,46
Hyundai,IONIQ 6,BEV,British Columbia,September 2024,6
Hyundai,IONIQ 6,BEV,Manitoba,April 2024,2
Hyundai,IONIQ 6,BEV,Manitoba,August 2023,4
Hyundai,IONIQ 6,BEV,Manitoba,August 2024,3
Hyundai,IONIQ 6,BEV,Manitoba,December 2023,4
Hyundai,IONIQ 6,BEV,Manitoba,January 2024,3
Hyundai,IONIQ 6,BEV,Manitoba,July 2023,2
Hyundai,IONIQ 6,BEV,Manitoba,July 2024,3
Hyundai,IONIQ 6,BEV,Manitoba,June 2023,3
Hyundai,IONIQ 6,BEV,Manitoba,June 2024,3
Hyundai,IONIQ 6,BEV,Manitoba,March 2024,1
Hyundai,IONIQ 6,BEV,Manitoba,May 2023,3
Hyundai,IONIQ 6,BEV,Manitoba,May 2024,2
Hyundai,IONIQ 6,BEV,Manitoba,November 2023,5
Hyundai,IONIQ 6,BEV,Manitoba,November 2024,1
Hyundai,IONIQ 6,BEV,Manitoba,October 2024,2
Hyundai,IONIQ 6,BEV,Manitoba,September 2023,5
Hyundai,IONIQ 6,BEV,Manitoba,September 2024,3
Hyundai,IONIQ 6,BEV,New Brunswick,April 2024,5
Hyundai,IONIQ 6,BEV,New Brunswick,August 2023,13
Hyundai,IONIQ 6,BEV,New Brunswick,August 2024,3
Hyundai,IONIQ 6,BEV,New Brunswick,December 2023,6
Hyundai,IONIQ 6,BEV,New Brunswick,February 2024,3
Hyundai,IONIQ 6,BEV,New Brunswick,January 2024,10
Hyundai,IONIQ 6,BEV,New Brunswick,July 2023,2
Hyundai,IONIQ 6,BEV,New Brunswick,July 2024,1
Hyundai,IONIQ 6,BEV,New Brunswick,June 2023,1
Hyundai,IONIQ 6,BEV,New Brunswick,June 2024,2
Hyundai,IONIQ 6,BEV,New Brunswick,March 2024,4
Hyundai,IONIQ 6,BEV,New Brunswick,May 2023,11
Hyundai,IONIQ 6,BEV,New Brunswick,May 2024,3
Hyundai,IONIQ 6,BEV,New Brunswick,November 2023,3
Hyundai,IONIQ 6,BEV,New Brunswick,November 2024,3
Hyundai,IONIQ 6,BEV,New Brunswick,October 2023,13
Hyundai,IONIQ 6,BEV,New Brunswick,September 2023,4
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,April 2024,1
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,August 2023,4
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,December 2023,2
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,February 2024,3
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,January 2024,1
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,July 2023,3
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,June 2023,4
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,March 2024,1
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,May 2023,2
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,May 2024,2
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,November 2023,2
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,November 2024,2
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,October 2023,1
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,October 2024,2
Hyundai,IONIQ 6,BEV,Newfoundland and Labrador,September 2023,6
Hyundai,IONIQ 6,BEV,Northwest Territories,May 2023,1
Hyundai,IONIQ 6,BEV,Nova Scotia,April 2024,4
Hyundai,IONIQ 6,BEV,Nova Scotia,August 2023,7
Hyundai,IONIQ 6,BEV,Nova Scotia,August 2024,1
Hyundai,IONIQ 6,BEV,Nova Scotia,December 2023,7
Hyundai,IONIQ 6,BEV,Nova Scotia,February 2024,3
Hyundai,IONIQ 6,BEV,Nova Scotia,January 2024,14
Hyundai,IONIQ 6,BEV,Nova Scotia,July 2023,7
Hyundai,IONIQ 6,BEV,Nova Scotia,July 2024,2
Hyundai,IONIQ 6,BEV,Nova Scotia,June 2023,5
Hyundai,IONIQ 6,BEV,Nova Scotia,June 2024,2
Hyundai,IONIQ 6,BEV,Nova Scotia,March 2024,5
Hyundai,IONIQ 6,BEV,Nova Scotia,May 2023,9
Hyundai,IONIQ 6,BEV,Nova Scotia,May 2024,5
Hyundai,IONIQ 6,BEV,Nova Scotia,November 2023,8
Hyundai,IONIQ 6,BEV,Nova Scotia,November 2024,8
Hyundai,IONIQ 6,BEV,Nova Scotia,October 2023,13
Hyundai,IONIQ 6,BEV,Nova Scotia,October 2024,4
Hyundai,IONIQ 6,BEV,Nova Scotia,September 2023,8
Hyundai,IONIQ 6,BEV,Nova Scotia,September 2024,2
Hyundai,IONIQ 6,BEV,Ontario,April 2023,4
Hyundai,IONIQ 6,BEV,Ontario,April 2024,33
Hyundai,IONIQ 6,BEV,Ontario,August 2023,42
Hyundai,IONIQ 6,BEV,Ontario,August 2024,28
Hyundai,IONIQ 6,BEV,Ontario,December 2023,65
Hyundai,IONIQ 6,BEV,Ontario,February 2024,44
Hyundai,IONIQ 6,BEV,Ontario,January 2024,70
Hyundai,IONIQ 6,BEV,Ontario,July 2023,37
Hyundai,IONIQ 6,BEV,Ontario,July 2024,32
Hyundai,IONIQ 6,BEV,Ontario,June 2023,31
Hyundai,IONIQ 6,BEV,Ontario,June 2024,26
Hyundai,IONIQ 6,BEV,Ontario,March 2024,39
Hyundai,IONIQ 6,BEV,Ontario,May 2023,29
Hyundai,IONIQ 6,BEV,Ontario,May 2024,45
Hyundai,IONIQ 6,BEV,Ontario,November 2023,50
Hyundai,IONIQ 6,BEV,Ontario,November 2024,30
Hyundai,IONIQ 6,BEV,Ontario,October 2023,63
Hyundai,IONIQ 6,BEV,Ontario,October 2024,25
Hyundai,IONIQ 6,BEV,Ontario,September 2023,31
Hyundai,IONIQ 6,BEV,Ontario,September 2024,15
Hyundai,IONIQ 6,BEV,Prince Edward Island,April 2024,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,August 2023,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,August 2024,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,December 2023,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,February 2024,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,July 2023,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,June 2023,2
Hyundai,IONIQ 6,BEV,Prince Edward Island,March 2024,2
Hyundai,IONIQ 6,BEV,Prince Edward Island,May 2023,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,November 2024,1
Hyundai,IONIQ 6,BEV,Prince Edward Island,October 2023,3
Hyundai,IONIQ 6,BEV,Prince Edward Island,September 2023,3
Hyundai,IONIQ 6,BEV,Prince Edward Island,September 2024,1
Hyundai,IONIQ 6,BEV,Quebec,April 2024,118
Hyundai,IONIQ 6,BEV,Quebec,August 2023,240
Hyundai,IONIQ 6,BEV,Quebec,August 2024,165
Hyundai,IONIQ 6,BEV,Quebec,December 2023,307
Hyundai,IONIQ 6,BEV,Quebec,February 2024,173
Hyundai,IONIQ 6,BEV,Quebec,January 2024,278
Hyundai,IONIQ 6,BEV,Quebec,July 2023,99
Hyundai,IONIQ 6,BEV,Quebec,July 2024,215
Hyundai,IONIQ 6,BEV,Quebec,June 2023,35
Hyundai,IONIQ 6,BEV,Quebec,June 2024,174
Hyundai,IONIQ 6,BEV,Quebec,March 2024,133
Hyundai,IONIQ 6,BEV,Quebec,May 2023,117
Hyundai,IONIQ 6,BEV,Quebec,May 2024,238
Hyundai,IONIQ 6,BEV,Quebec,November 2023,187
Hyundai,IONIQ 6,BEV,Quebec,November 2024,167
Hyundai,IONIQ 6,BEV,Quebec,October 2023,275
Hyundai,IONIQ 6,BEV,Quebec,October 2024,198
Hyundai,IONIQ 6,BEV,Quebec,September 2023,129
Hyundai,IONIQ 6,BEV,Quebec,September 2024,168
Hyundai,IONIQ 6,BEV,Saskatchewan,April 2023,1
Hyundai,IONIQ 6,BEV,Saskatchewan,April 2024,2
Hyundai,IONIQ 6,BEV,Saskatchewan,August 2023,1
Hyundai,IONIQ 6,BEV,Saskatchewan,August 2024,1
Hyundai,IONIQ 6,BEV,Saskatchewan,December 2023,1
Hyundai,IONIQ 6,BEV,Saskatchewan,February 2024,2
Hyundai,IONIQ 6,BEV,Saskatchewan,July 2023,2
Hyundai,IONIQ 6,BEV,Saskatchewan,July 2024,2
Hyundai,IONIQ 6,BEV,Saskatchewan,June 2024,1
Hyundai,IONIQ 6,BEV,Saskatchewan,March 2024,1
Hyundai,IONIQ 6,BEV,Saskatchewan,May 2023,2
Hyundai,IONIQ 6,BEV,Saskatchewan,November 2023,2
Hyundai,IONIQ 6,BEV,Saskatchewan,November 2024,1
Hyundai,IONIQ 6,BEV,Saskatchewan,October 2023,1
Hyundai,IONIQ 6,BEV,Saskatchewan,September 2023,1
Hyundai,IONIQ 6,BEV,Saskatchewan,September 2024,1
Hyundai,Ioniq PHEV,PHEV,Alberta,December 2019,4
Hyundai,Ioniq PHEV,PHEV,British Columbia,December 2019,3
Hyundai,Ioniq PHEV,PHEV,British Columbia,January 2020,2
Hyundai,Ioniq PHEV,PHEV,British Columbia,March 2020,1
Hyundai,Ioniq PHEV,PHEV,British Columbia,March 2021,1
Hyundai,Ioniq PHEV,PHEV,British Columbia,November 2019,5
Hyundai,Ioniq PHEV,PHEV,British Columbia,October 2019,14
Hyundai,Ioniq PHEV,PHEV,British Columbia,September 2019,4
Hyundai,Ioniq PHEV,PHEV,New Brunswick,December 2019,1
Hyundai,Ioniq PHEV,PHEV,New Brunswick,October 2019,2
Hyundai,Ioniq PHEV,PHEV,Nova Scotia,March 2020,1
Hyundai,Ioniq PHEV,PHEV,Nova Scotia,October 2019,2
Hyundai,Ioniq PHEV,PHEV,Ontario,August 2019,2
Hyundai,Ioniq PHEV,PHEV,Ontario,December 2019,1
Hyundai,Ioniq PHEV,PHEV,Ontario,July 2020,1
Hyundai,Ioniq PHEV,PHEV,Ontario,May 2020,1
Hyundai,Ioniq PHEV,PHEV,Ontario,November 2019,10
Hyundai,Ioniq PHEV,PHEV,Ontario,October 2019,15
Hyundai,Ioniq PHEV,PHEV,Ontario,September 2019,2
Hyundai,Ioniq PHEV,PHEV,Quebec,August 2019,3
Hyundai,Ioniq PHEV,PHEV,Quebec,December 2019,1
Hyundai,Ioniq PHEV,PHEV,Quebec,February 2020,3
Hyundai,Ioniq PHEV,PHEV,Quebec,January 2020,1
Hyundai,Ioniq PHEV,PHEV,Quebec,June 2019,1
Hyundai,Ioniq PHEV,PHEV,Quebec,March 2020,1
Hyundai,Ioniq PHEV,PHEV,Quebec,May 2019,1
Hyundai,Ioniq PHEV,PHEV,Quebec,November 2019,8
Hyundai,Ioniq PHEV,PHEV,Quebec,November 2021,1
Hyundai,Ioniq PHEV,PHEV,Quebec,October 2019,25
Hyundai,Ioniq PHEV,PHEV,Quebec,September 2019,9
Hyundai,Ioniq PHEV,PHEV,Saskatchewan,January 2020,2
Hyundai,Ioniq PHEV,PHEV,Saskatchewan,November 2019,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,April 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,April 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,August 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,December 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,February 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,February 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,February 2022,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,January 2022,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,July 2020,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,July 2021,4
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,June 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,June 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,March 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,March 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,March 2022,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,May 2021,4
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,May 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,November 2020,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,November 2021,4
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,October 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,October 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,September 2020,4
Hyundai,Ioniq Plug-In hybrid,PHEV,Alberta,September 2021,7
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,April 2020,6
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,April 2021,6
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,August 2020,30
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,August 2021,45
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,December 2020,18
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,December 2021,15
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,February 2020,17
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,February 2021,10
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,February 2022,4
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,January 2020,22
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,January 2021,11
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,January 2022,5
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,July 2020,17
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,July 2021,21
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,June 2020,11
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,June 2021,11
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,March 2020,20
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,March 2021,12
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,March 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,May 2020,4
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,May 2021,8
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,May 2022,2
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,November 2020,13
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,November 2021,24
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,October 2020,22
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,October 2021,30
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,September 2020,29
Hyundai,Ioniq Plug-In hybrid,PHEV,British Columbia,September 2021,21
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,August 2020,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,August 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,December 2021,4
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,February 2020,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,January 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,January 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,July 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,June 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,June 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,March 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,March 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,November 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,October 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,October 2021,5
Hyundai,Ioniq Plug-In hybrid,PHEV,Manitoba,September 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,April 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,April 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,August 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,August 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,December 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,December 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,January 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,January 2022,3
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,July 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,July 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,June 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,March 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,March 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,March 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,May 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,October 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,New Brunswick,September 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Newfoundland and Labrador,August 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Newfoundland and Labrador,February 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,April 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,April 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,April 2022,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,August 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,August 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,December 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,February 2020,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,February 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,February 2022,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,January 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,January 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,July 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,June 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,March 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,March 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,May 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,May 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,November 2021,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,October 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,October 2021,5
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,September 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Nova Scotia,September 2021,7
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,April 2020,7
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,April 2021,11
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,August 2020,27
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,August 2021,13
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,December 2020,6
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,December 2021,20
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,February 2020,9
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,February 2021,7
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,February 2022,7
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,January 2020,5
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,January 2021,6
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,January 2022,16
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,July 2020,21
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,July 2021,10
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,June 2020,6
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,June 2021,6
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,March 2020,19
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,March 2021,11
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,March 2022,10
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,May 2020,6
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,May 2021,11
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,May 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,November 2020,14
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,November 2021,15
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,November 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,October 2020,15
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,October 2021,24
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,September 2020,25
Hyundai,Ioniq Plug-In hybrid,PHEV,Ontario,September 2021,33
Hyundai,Ioniq Plug-In hybrid,PHEV,Prince Edward Island,April 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Prince Edward Island,August 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Prince Edward Island,February 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Prince Edward Island,November 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Prince Edward Island,September 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,April 2020,6
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,April 2021,44
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,August 2020,96
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,August 2021,127
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,August 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,December 2020,60
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,December 2021,40
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,February 2020,57
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,February 2021,27
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,February 2022,24
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,January 2020,8
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,January 2021,18
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,January 2022,30
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,July 2020,98
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,July 2021,71
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,July 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,June 2020,66
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,June 2021,38
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,March 2020,46
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,March 2021,41
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,March 2022,12
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,March 2023,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,May 2020,21
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,May 2021,32
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,May 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,November 2020,76
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,November 2021,97
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,November 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,October 2020,117
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,October 2021,105
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,October 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,September 2020,77
Hyundai,Ioniq Plug-In hybrid,PHEV,Quebec,September 2021,175
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,December 2020,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,December 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,February 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,January 2021,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,January 2022,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,January 2023,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,March 2020,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,March 2022,1
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,May 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,November 2021,2
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,October 2020,3
Hyundai,Ioniq Plug-In hybrid,PHEV,Saskatchewan,September 2021,1
Hyundai,Ioniq electric,BEV,Alberta,April 2021,1
Hyundai,Ioniq electric,BEV,Alberta,August 2019,3
Hyundai,Ioniq electric,BEV,Alberta,August 2021,2
Hyundai,Ioniq electric,BEV,Alberta,December 2019,1
Hyundai,Ioniq electric,BEV,Alberta,December 2021,2
Hyundai,Ioniq electric,BEV,Alberta,February 2020,1
Hyundai,Ioniq electric,BEV,Alberta,February 2021,2
Hyundai,Ioniq electric,BEV,Alberta,February 2022,1
Hyundai,Ioniq electric,BEV,Alberta,July 2019,2
Hyundai,Ioniq electric,BEV,Alberta,July 2020,2
Hyundai,Ioniq electric,BEV,Alberta,July 2021,4
Hyundai,Ioniq electric,BEV,Alberta,July 2022,1
Hyundai,Ioniq electric,BEV,Alberta,June 2020,2
Hyundai,Ioniq electric,BEV,Alberta,March 2021,3
Hyundai,Ioniq electric,BEV,Alberta,May 2021,4
Hyundai,Ioniq electric,BEV,Alberta,November 2020,2
Hyundai,Ioniq electric,BEV,Alberta,November 2021,3
Hyundai,Ioniq electric,BEV,Alberta,October 2020,1
Hyundai,Ioniq electric,BEV,Alberta,October 2021,1
Hyundai,Ioniq electric,BEV,Alberta,October 2022,2
Hyundai,Ioniq electric,BEV,Alberta,September 2019,1
Hyundai,Ioniq electric,BEV,Alberta,September 2020,2
Hyundai,Ioniq electric,BEV,Alberta,September 2021,3
Hyundai,Ioniq electric,BEV,Alberta,September 2022,1
Hyundai,Ioniq electric,BEV,British Columbia,April 2020,17
Hyundai,Ioniq electric,BEV,British Columbia,April 2021,27
Hyundai,Ioniq electric,BEV,British Columbia,April 2022,1
Hyundai,Ioniq electric,BEV,British Columbia,August 2019,14
Hyundai,Ioniq electric,BEV,British Columbia,August 2020,38
